,carat,cut,color,clarity,depth,table,lab,sym,pol,flr,hna,price
1,1.04,Premium,F,VS1,61.9,56,GIA,X,X,,N,"$9,191 "
2,1.04,Premium,H,VS2,61.2,57,GIA,X,X,,N,"$6,786 "
3,1.01,Premium,G,VS2,61.7,56,GIA,X,X,,N,"$7,465 "
4,0.64,Premium,F,VS2,60.4,58,GIA,X,X,,N,"$1,936 "
5,0.84,Premium,G,VS2,61.6,57,GIA,X,X,,N,"$3,973 "
6,1.04,Premium,I,VS2,61.5,57,GIA,X,X,,N,"$6,204 "
7,0.4,Premium,G,VS1,61.6,56,GIA,X,X,N,N,"$1,191 "
8,0.81,Ideal,G,VS2,61.6,57,AGS,ID,ID,N,Y,"$4,391 "
9,0.81,Ideal,G,VS2,61,57,AGS,ID,ID,N,Y,"$4,396 "
10,0.31,Premium,E,VVS1,61.8,55,GIA,X,X,N,N,"$1,140 "
11,0.4,Premium,I,VVS2,60.8,58,GIA,X,X,N,N,$984 
12,0.83,Ideal,H,SI1,61.8,57,AGS,ID,ID,N,Y,"$3,684 "
13,0.54,Ideal,F,VS1,61.3,57,AGS,ID,ID,N,Y,"$2,392 "
14,0.36,Premium,I,VS2,61.4,56,GIA,X,X,N,N,$723 
15,0.33,Premium,H,VVS1,61.5,55,GIA,X,X,N,N,$847 
16,0.52,Premium,H,VVS2,60.7,56,GIA,X,X,N,N,"$1,888 "
17,0.31,Premium,H,SI1,62,55,GIA,X,X,N,N,$648 
18,0.52,Premium,H,VVS2,61.8,58,GIA,X,X,N,N,"$1,888 "
19,0.61,Premium,H,VVS2,61.5,55,GIA,X,X,N,N,"$2,390 "
20,0.32,Premium,F,VS1,61.7,55,GIA,X,X,N,N,$843 
21,0.51,Premium,G,SI1,61.9,55,GIA,X,X,N,N,"$1,695 "
22,0.7,Ideal,G,SI1,61.7,57,AGS,ID,ID,N,Y,"$3,016 "
23,0.43,Premium,F,VVS1,61.4,56,GIA,X,X,N,N,"$1,837 "
24,0.6,Ideal,H,VS2,61.4,57,AGS,ID,ID,N,Y,"$2,289 "
25,0.71,Premium,F,VS2,61.8,56,GIA,X,X,N,N,"$3,887 "
26,0.25,Premium,F,SI1,61.5,55,GIA,X,X,N,N,$470 
27,0.55,Ideal,F,VS1,61.8,56,AGS,ID,ID,N,Y,"$2,130 "
28,0.41,Ideal,I,VS1,61.8,56,AGS,ID,ID,N,Y,"$1,068 "
29,0.24,Premium,F,VVS2,61.2,56,GIA,X,X,N,N,$733 
30,0.28,Premium,F,VVS2,61.2,56,GIA,X,X,N,N,$855 
31,0.51,Ideal,H,VS2,62,55,AGS,ID,ID,N,Y,"$1,859 "
32,0.75,Premium,F,VVS2,61.4,57,GIA,X,X,N,N,"$4,944 "
33,0.35,Premium,I,IF,61.2,55,GIA,X,X,N,N,$813 
34,0.32,Premium,F,VS2,61.6,57,GIA,X,X,N,N,$753 
35,0.41,Premium,G,VS2,61.8,57,GIA,X,X,N,N,"$1,132 "
36,0.6,Premium,F,VS1,62.3,56,GIA,X,X,N,N,"$2,759 "
37,0.51,Premium,F,VVS1,60.4,58,GIA,X,X,N,N,"$2,634 "
38,0.61,Ideal,I,VS1,61.7,56,AGS,ID,ID,N,Y,"$2,102 "
39,1.02,Premium,H,VS1,61,56,GIA,X,X,N,N,"$8,245 "
40,0.71,Premium,I,VVS1,62.2,56,GIA,X,X,N,N,"$3,059 "
41,0.45,Ideal,I,VS1,61.4,56,AGS,ID,ID,N,Y,"$1,079 "
42,0.51,Ideal,H,SI1,61.4,56,AGS,ID,ID,N,Y,"$1,736 "
43,0.71,Premium,G,VS2,61.3,57,GIA,X,X,N,N,"$3,534 "
44,0.43,Ideal,E,VVS1,61.1,56.5,AGS,ID,ID,N,Y,"$1,645 "
45,0.32,Premium,G,VVS1,60.6,58,GIA,X,X,N,N,$850 
46,0.32,Premium,E,VS2,61.6,55,GIA,X,X,N,N,$843 
47,0.26,Premium,G,VVS1,61.3,56,GIA,X,X,N,N,$699 
48,0.5,Premium,F,IF,60.6,58,GIA,X,X,N,N,"$2,643 "
49,0.26,Premium,I,VS1,61.6,55,GIA,X,X,N,N,$528 
50,0.58,Ideal,E,VVS2,62,55.4,AGS,ID,X,N,N,"$3,023 "
51,0.82,Premium,F,VVS1,61.8,56,GIA,X,X,N,N,"$7,065 "
52,0.54,Premium,F,VVS1,61.4,56,GIA,X,X,N,N,"$3,264 "
53,0.75,Ideal,E,VS1,61.7,57,AGS,ID,ID,N,Y,"$4,337 "
54,0.56,Premium,F,VVS2,60.9,56,GIA,X,X,N,N,"$2,577 "
55,1.01,Ideal,E,VS2,61.5,56.7,AGS,ID,ID,N,Y,"$9,705 "
56,0.53,Premium,F,SI1,61.6,57,GIA,X,X,N,N,"$1,773 "
57,0.51,Ideal,H,SI1,61.8,56,AGS,ID,ID,N,Y,"$1,713 "
58,0.4,Premium,G,VS1,61.7,57,GIA,X,X,N,N,"$1,206 "
59,0.27,Premium,F,VS1,61.8,55,GIA,X,X,N,N,$689 
60,0.23,Premium,E,VS2,61.1,56,GIA,X,X,N,N,$559 
61,0.71,Premium,I,SI1,62.1,56,GIA,X,X,N,N,"$2,575 "
62,0.4,Ideal,I,VS1,61.9,56,AGS,ID,ID,N,Y,"$1,037 "
63,0.5,Premium,D,VS1,61.5,56,GIA,X,X,N,N,"$2,330 "
64,0.54,Ideal,H,SI1,61.5,57,AGS,ID,ID,N,Y,"$1,835 "
65,0.24,Premium,E,VS1,61.5,55,GIA,X,X,N,N,$624 
66,1.04,Premium,I,VVS1,62.2,55,GIA,X,X,N,N,"$7,215 "
67,0.6,Ideal,E,VS2,60.8,57.6,AGS,ID,ID,N,Y,"$3,137 "
68,0.61,Premium,E,VS2,61.6,56,GIA,X,X,N,N,"$2,656 "
69,0.25,Premium,G,VVS2,61.3,55,GIA,X,X,N,N,$643 
70,0.82,Premium,D,IF,61.7,57,GIA,X,X,N,N,"$7,576 "
71,0.71,Ideal,F,VVS1,61.2,56,AGS,ID,ID,N,Y,"$4,282 "
72,0.6,Premium,G,VS2,61.8,56,GIA,X,X,N,N,"$2,415 "
73,0.63,Premium,F,VVS2,61.6,55,GIA,X,X,N,N,"$3,294 "
74,0.7,Premium,F,SI1,60.8,57,GIA,X,X,N,N,"$3,088 "
75,0.56,Ideal,D,IF,62,56,AGS,ID,ID,N,Y,"$3,756 "
76,0.7,Premium,H,VS2,61.4,57,GIA,X,X,N,N,"$3,219 "
77,0.24,Premium,F,VVS2,61.9,55,GIA,X,X,N,N,$733 
78,0.52,Ideal,H,SI1,61.9,55,AGS,ID,ID,N,Y,"$1,777 "
79,0.43,Premium,G,VVS1,62.2,56,GIA,X,X,N,N,"$1,463 "
80,0.4,Premium,G,SI1,61.5,57,GIA,X,X,N,N,"$1,030 "
81,0.41,Ideal,H,VS2,61.6,57,AGS,ID,ID,N,Y,"$1,154 "
82,0.33,Premium,D,VS2,61.2,56,GIA,X,X,N,N,$939 
83,0.71,Premium,G,VS2,61.4,57,GIA,X,X,N,N,"$3,603 "
84,0.4,Ideal,F,VS2,61.1,57,AGS,ID,ID,N,Y,"$1,223 "
85,0.3,Ideal,I,VS2,60.8,57,AGS,ID,ID,N,Y,$634 
86,0.82,Ideal,H,VS2,61.9,57,AGS,ID,ID,N,Y,"$3,847 "
87,0.34,Premium,F,VS1,61.8,56,GIA,X,X,N,N,$826 
88,0.51,Ideal,E,VS1,61.3,56.6,AGS,ID,ID,N,Y,"$2,709 "
89,0.9,Ideal,G,SI1,61.8,57,AGS,ID,ID,N,Y,"$5,663 "
90,0.72,Premium,H,VVS2,61.6,58,GIA,X,X,N,N,"$3,490 "
91,0.43,Premium,E,VVS2,61.3,56,GIA,X,X,N,N,"$1,692 "
92,0.72,Premium,F,VS2,62.2,56,GIA,X,X,N,N,"$3,941 "
93,0.42,Premium,G,VS1,61.7,55,GIA,X,X,N,N,"$1,267 "
94,0.7,Premium,D,VS2,61.6,55,GIA,X,X,N,N,"$4,171 "
95,0.32,Ideal,E,VS1,61.4,57,AGS,ID,ID,N,Y,$969 
96,0.4,Premium,G,VVS1,61,56,GIA,X,X,N,N,"$1,361 "
97,0.33,Premium,F,VS2,61.5,56,GIA,X,X,N,N,$823 
98,0.33,Premium,F,VVS2,61.2,57,GIA,X,X,N,N,$988 
99,1.02,Premium,D,VS2,61.7,57,GIA,X,X,N,N,"$9,728 "
100,0.91,Ideal,F,VVS1,61.7,57,AGS,ID,ID,N,Y,"$8,221 "
101,0.55,Ideal,E,VVS2,62,55,AGS,ID,ID,N,Y,"$2,553 "
102,1.02,Ideal,H,VS2,61.4,56,AGS,ID,ID,N,Y,"$6,945 "
103,0.51,Ideal,H,VS2,61.7,56,AGS,ID,ID,N,Y,"$1,863 "
104,0.61,Ideal,I,VS2,61.9,56,AGS,ID,ID,N,Y,"$2,242 "
105,1.01,Premium,F,VVS1,62.1,56,GIA,X,X,N,N,"$11,912 "
106,0.42,Premium,I,VS1,61.9,55,GIA,X,X,N,N,"$1,070 "
107,0.23,Premium,E,VS2,61.6,55,GIA,X,X,N,N,$559 
108,0.41,Premium,F,VVS2,61.5,58,GIA,X,X,N,N,"$1,517 "
109,1.04,Premium,F,VVS2,61.8,56,GIA,X,X,N,N,"$10,996 "
110,1.05,Ideal,D,VS2,61.2,56.3,AGS,ID,X,N,Y,"$11,203 "
111,0.72,Ideal,F,SI1,61.7,56,AGS,ID,ID,N,Y,"$3,326 "
112,0.45,Premium,E,VVS1,61.7,58,GIA,X,X,N,N,"$2,044 "
113,0.5,Premium,D,VVS2,61.8,57,GIA,X,X,N,N,"$2,784 "
114,0.32,Premium,F,VVS1,60.7,57,GIA,X,X,N,N,"$1,158 "
115,0.61,Ideal,G,VS2,61.6,55.7,AGS,ID,ID,N,Y,"$2,870 "
116,0.25,Premium,E,VS2,61.6,55,GIA,X,X,N,N,$607 
117,0.5,Ideal,E,VS1,61.5,56,AGS,ID,ID,N,Y,"$2,655 "
118,0.55,Premium,H,VS1,61.9,57,GIA,X,X,N,N,"$1,954 "
119,0.41,Ideal,D,VS2,61.2,56.2,AGS,ID,ID,N,Y,"$1,422 "
120,0.33,Premium,G,SI1,61.1,57,GIA,X,X,N,N,$678 
121,0.33,Premium,E,VS1,61.7,57,GIA,X,X,N,N,$838 
122,0.31,Premium,H,VS1,61.2,56,GIA,X,X,N,N,$771 
123,0.6,Premium,I,VVS2,62.1,56,GIA,X,X,N,N,"$2,055 "
124,0.23,Premium,F,VVS2,61.7,55,GIA,X,X,N,N,$703 
125,0.6,Premium,F,VVS1,62.1,56,GIA,X,X,N,N,"$3,882 "
126,0.6,Premium,F,VS2,62.4,55,GIA,X,X,N,N,"$2,463 "
127,0.81,Premium,D,VS2,61.5,56,GIA,X,X,N,N,"$5,632 "
128,0.4,Premium,H,VS2,60.5,57,GIA,X,X,N,N,"$1,117 "
129,0.55,Premium,I,SI1,61.4,56,GIA,X,X,N,N,"$1,582 "
130,0.7,Premium,E,SI1,61.7,56,GIA,X,X,N,N,"$3,562 "
131,1.04,Premium,D,SI1,61.7,56,GIA,X,X,N,N,"$8,087 "
132,0.24,Premium,F,VVS1,62,55,GIA,X,X,N,N,$778 
133,0.4,Ideal,G,VS2,61.8,57,AGS,ID,ID,N,Y,"$1,185 "
134,0.32,Ideal,H,SI1,61.9,56,AGS,ID,ID,N,Y,$703 
135,0.32,Premium,F,VVS2,61.4,54,GIA,X,X,N,N,$852 
136,0.91,Ideal,F,SI1,60.5,57,AGS,ID,ID,N,Y,"$6,005 "
137,0.51,Premium,G,VS1,61.7,58,GIA,X,X,N,N,"$1,940 "
138,0.74,Premium,E,VS1,62.1,56,GIA,X,X,N,N,"$4,297 "
139,0.56,Premium,E,SI1,60.5,57,GIA,X,X,N,N,"$1,883 "
140,0.71,Premium,D,VS2,60.8,58,GIA,X,X,N,N,"$4,231 "
141,1.04,Premium,H,VS1,60.5,56,GIA,X,X,N,N,"$7,800 "
142,1.01,Premium,E,VS1,61.1,57,GIA,X,X,N,N,"$10,832 "
143,0.56,Premium,D,VS2,62.3,54,GIA,X,X,N,N,"$2,315 "
144,0.52,Ideal,F,SI1,61.9,56,AGS,ID,ID,N,Y,"$1,827 "
145,0.8,Ideal,F,VS2,61.8,57,AGS,ID,ID,N,Y,"$4,719 "
146,0.81,Premium,F,VS2,62.2,55,GIA,X,X,N,N,"$5,018 "
147,0.36,Premium,H,VS1,61.9,57,GIA,X,X,N,N,$905 
148,0.4,Premium,G,VVS2,61.5,56,GIA,X,X,N,N,"$1,270 "
149,0.61,Premium,F,SI1,62.2,56,GIA,X,X,N,N,"$2,160 "
150,1.02,Ideal,H,VS2,60.6,58,AGS,ID,ID,N,Y,"$7,045 "
151,1.01,Premium,I,SI1,62.2,55,GIA,X,X,N,N,"$6,343 "
152,1.05,None,I,SI1,61.2,55,GIA,X,X,N,N,"$7,560 "
153,1.02,Ideal,G,VS2,61.8,57,AGS,ID,ID,N,Y,"$7,930 "
154,0.55,Premium,E,VS1,62.1,57,GIA,X,X,N,N,"$2,274 "
155,0.44,Premium,I,SI1,62,57,GIA,X,X,N,N,$994 
156,1.02,Ideal,G,VS2,61.3,57,AGS,ID,ID,N,Y,"$8,261 "
157,0.53,Premium,F,VS2,61.7,57,GIA,X,X,N,N,"$2,015 "
158,0.3,Premium,G,VS1,61.6,57,GIA,X,X,N,N,$722 
159,0.42,Ideal,H,VS2,61.5,55,AGS,ID,ID,N,Y,"$1,223 "
160,0.3,Premium,H,VVS2,61.3,56,GIA,X,X,N,N,$758 
161,0.72,Premium,G,VS2,60.6,58,GIA,X,X,N,N,"$3,561 "
162,0.56,Premium,I,VS1,61.5,56,GIA,X,X,N,N,"$1,789 "
163,0.81,Premium,D,VS2,61.5,56,GIA,X,X,N,N,"$5,632 "
164,0.31,Premium,G,VS1,61.7,55,GIA,X,X,N,N,$816 
165,0.51,Ideal,F,VS2,61.8,56,AGS,ID,ID,N,Y,"$2,076 "
166,0.55,Premium,E,SI1,61.9,57,GIA,X,X,N,N,"$1,849 "
167,0.42,Premium,H,SI1,61.7,55,GIA,X,X,N,N,"$1,056 "
168,0.41,Premium,G,VVS1,61.6,56,GIA,X,X,N,N,"$1,395 "
169,0.6,Ideal,F,VS1,61.9,56,AGS,ID,ID,N,Y,"$2,756 "
170,1.05,Premium,H,VVS2,61.9,54,GIA,X,X,N,N,"$8,703 "
171,0.72,Ideal,I,SI1,62.1,55.9,AGS,ID,ID,N,Y,"$2,700 "
172,0.23,Premium,F,VS2,62,55,GIA,X,X,N,N,$553 
173,1.05,Ideal,I,VVS1,62.2,55.7,AGS,ID,ID,N,Y,"$6,467 "
174,1.01,Premium,F,VS2,62.2,54,GIA,X,X,N,N,"$9,298 "
175,0.28,Premium,E,SI1,61.6,56,GIA,X,X,N,N,$539 
176,0.31,Premium,F,VVS2,61.1,57,GIA,X,X,N,N,$873 
177,0.9,Premium,I,VS1,62.3,55,GIA,X,X,N,N,"$5,512 "
178,0.24,Premium,G,VS2,62.1,56,GIA,X,X,N,N,$558 
179,1.02,Premium,H,VS1,60.3,58,GIA,X,X,N,N,"$8,266 "
180,0.62,Premium,H,VVS1,61.6,56,GIA,X,X,N,N,"$2,531 "
181,1.05,Premium,D,VS2,61.9,56,GIA,X,X,N,N,"$11,340 "
182,0.6,Ideal,E,VS1,61.4,55.3,AGS,ID,ID,N,Y,"$3,151 "
183,0.72,Premium,F,VVS2,61.8,56,GIA,X,X,N,N,"$4,746 "
184,0.4,Ideal,G,VS1,61.2,56.7,AGS,ID,ID,N,Y,"$1,411 "
185,0.8,Ideal,G,VS1,61.8,56,AGS,ID,ID,N,Y,"$4,630 "
186,0.6,Premium,H,VVS2,61.2,58,GIA,X,X,N,N,"$2,332 "
187,0.54,Premium,E,VS1,60.4,57,GIA,X,X,N,N,"$2,233 "
188,0.42,Ideal,F,VS1,61.7,56,AGS,ID,ID,N,Y,"$1,314 "
189,0.25,Premium,E,VS1,61.7,55,GIA,X,X,N,N,$650 
190,1.05,Ideal,E,VS1,61.6,56,AGS,ID,ID,N,Y,"$10,608 "
191,1.04,Premium,I,VS2,61.8,56,GIA,X,X,N,N,"$6,778 "
192,0.58,Premium,G,SI1,61.6,56,GIA,X,X,N,N,"$1,902 "
193,0.55,Premium,G,SI1,61.8,57,GIA,X,X,N,N,"$1,803 "
194,0.51,Ideal,H,SI1,60.9,56.7,AGS,ID,ID,N,Y,"$1,479 "
195,0.31,Ideal,F,VS2,61.6,57,AGS,ID,ID,N,Y,$921 
196,1.02,Ideal,E,VS2,61.4,57.4,AGS,ID,ID,N,Y,"$9,801 "
197,1.05,Premium,F,VVS2,61.3,56,GIA,X,X,N,N,"$11,102 "
198,0.3,Premium,D,VVS1,60.7,57,GIA,X,X,N,N,"$1,240 "
199,1.02,Premium,I,VS1,61.1,56,GIA,X,X,N,N,"$6,814 "
200,0.61,Premium,I,VS2,61.8,55,GIA,X,X,N,N,"$1,971 "
201,0.7,Premium,G,VS2,62.3,56,GIA,X,X,N,N,"$3,485 "
202,0.76,Ideal,G,VS2,61.5,56,AGS,ID,ID,N,Y,"$3,751 "
203,1.04,Ideal,F,VVS2,61.7,56.1,AGS,ID,ID,N,Y,"$11,428 "
204,0.62,Ideal,G,VS1,61.8,56,AGS,ID,ID,N,Y,"$2,675 "
205,0.71,Premium,F,SI1,62.4,56,GIA,X,X,N,N,"$3,112 "
206,0.55,Ideal,G,SI1,62,56,AGS,ID,ID,N,Y,"$1,932 "
207,0.64,Premium,E,SI1,61.8,56,GIA,X,X,N,N,"$2,356 "
208,0.5,Premium,F,VS1,61.2,58,GIA,X,X,N,N,"$2,037 "
209,0.75,Ideal,I,VS1,61.7,56,AGS,ID,ID,N,Y,"$3,074 "
210,0.55,Premium,H,SI1,61.3,57,GIA,X,X,N,N,"$1,781 "
211,0.3,Premium,H,SI1,61.8,56,GIA,X,X,N,N,$696 
212,1.03,Premium,E,VS1,61.4,56,GIA,X,X,N,N,"$9,909 "
213,0.61,Premium,F,VS2,62,57,GIA,X,X,N,N,"$2,491 "
214,0.6,Premium,G,SI1,62.3,56,GIA,X,X,N,N,"$2,086 "
215,0.25,Premium,G,VS2,62,56,GIA,X,X,N,N,$581 
216,0.62,Ideal,G,VS2,61,57,AGS,ID,ID,N,Y,"$2,580 "
217,0.52,Premium,H,VVS2,61.6,57,GIA,X,X,N,N,"$1,888 "
218,0.42,Premium,G,VS2,61.9,54,GIA,X,X,N,N,"$1,213 "
219,1.02,Ideal,D,VVS1,61.1,57,AGS,ID,ID,N,Y,"$13,859 "
220,0.27,Premium,D,SI1,61.9,55,GIA,X,X,N,N,$600 
221,0.62,Premium,E,VVS1,61.6,56,GIA,X,X,N,N,"$4,286 "
222,0.34,Premium,E,VVS1,61.4,57,GIA,X,X,N,N,"$1,250 "
223,0.53,Premium,E,VS1,62.2,56,GIA,X,X,N,N,"$2,192 "
224,0.7,Premium,G,VS1,61.2,58,GIA,X,X,N,N,"$3,714 "
225,0.61,Premium,E,VS1,62.2,57,GIA,X,X,N,N,"$2,834 "
226,0.52,Ideal,H,VS1,61.8,56,AGS,ID,ID,N,Y,"$2,026 "
227,0.3,Premium,F,VVS2,61.6,56,GIA,X,X,N,N,$898 
228,0.72,Ideal,I,VS1,61.7,56,AGS,ID,ID,N,Y,"$2,972 "
229,0.81,Ideal,F,VS2,61.6,56,AGS,ID,ID,N,Y,"$4,795 "
230,1.01,Premium,F,VVS1,60.9,56,GIA,X,X,N,N,"$11,912 "
231,0.24,Premium,I,VS2,62.2,57,GIA,X,X,N,N,$467 
232,0.4,Premium,G,VVS1,60.6,57,GIA,X,X,N,N,"$1,361 "
233,0.4,Ideal,I,SI1,61.5,57,AGS,ID,ID,N,Y,$941 
234,0.52,Premium,G,VVS2,61.3,56,GIA,X,X,N,N,"$2,019 "
235,0.32,Premium,E,VS1,61.6,55,GIA,X,X,N,N,$876 
236,0.4,Premium,H,VS2,61.3,60,GIA,VG,VG,N,N,$804 
237,0.41,Ideal,I,VS1,61.6,56,AGS,ID,ID,N,Y,"$1,061 "
238,1.03,Ideal,G,SI1,61.3,57,AGS,ID,ID,N,Y,"$7,046 "
239,0.23,Premium,I,VS1,61.4,55,GIA,X,X,N,N,$467 
240,0.51,Ideal,H,VS2,61.3,57,AGS,ID,ID,N,Y,"$1,870 "
241,0.52,Ideal,H,VS2,61.7,57,AGS,ID,ID,N,Y,"$1,903 "
242,0.83,Premium,F,VVS1,61.3,57,GIA,X,X,N,N,"$7,151 "
243,0.9,Ideal,G,VVS1,61.5,57,AGS,ID,ID,N,Y,"$7,077 "
244,0.4,Ideal,I,VS2,61.2,57,AGS,ID,ID,N,Y,$991 
245,0.73,Ideal,H,VS2,61.8,56,AGS,ID,ID,N,Y,"$3,155 "
246,0.81,Premium,G,VVS1,61.8,57,GIA,X,X,N,N,"$5,478 "
247,0.84,Ideal,G,VS2,61.4,56,AGS,ID,ID,N,Y,"$4,563 "
248,0.7,Premium,H,VS2,62.3,57,GIA,X,X,N,N,"$3,278 "
249,0.3,Premium,F,SI1,61.2,57,GIA,X,X,N,N,$702 
250,1.02,Premium,F,SI1,61.3,57,GIA,X,X,N,N,"$7,406 "
251,0.4,Premium,G,VS1,61.6,56,GIA,X,X,N,N,"$1,199 "
252,0.9,Ideal,E,VS2,61.5,56,AGS,ID,ID,N,Y,"$7,452 "
253,0.42,Premium,G,VS2,61.6,55,GIA,X,X,N,N,"$1,213 "
254,0.26,Premium,F,VS2,61.5,56,GIA,X,X,N,N,$625 
255,0.91,Premium,H,VS1,62.2,56,GIA,X,X,N,N,"$6,395 "
256,0.51,Premium,E,VVS1,61.4,56,GIA,X,X,N,N,"$2,913 "
257,1.03,Ideal,H,SI1,61.8,57,AGS,ID,ID,N,Y,"$6,467 "
258,1,Premium,I,VS1,61.7,57,GIA,X,X,N,N,"$7,219 "
259,1.04,Premium,H,VS1,61.7,57,GIA,X,X,N,N,"$7,800 "
260,0.82,Premium,I,IF,62,56,GIA,X,X,N,N,"$4,437 "
261,0.73,Ideal,F,VS1,61.4,56,AGS,ID,ID,N,Y,"$4,659 "
262,0.7,Premium,G,VVS1,60.5,57,GIA,X,X,N,N,"$4,006 "
263,0.84,Premium,E,VVS2,61.5,56,GIA,X,X,N,N,"$6,856 "
264,0.51,Premium,H,VS2,61.9,55,GIA,X,X,N,N,"$1,805 "
265,0.24,Premium,E,IF,61.9,55,GIA,X,X,N,N,$838 
266,0.32,Premium,H,SI1,62.1,55,GIA,X,X,N,N,$640 
267,0.71,Premium,F,VS2,62.2,57,GIA,X,X,N,N,"$3,887 "
268,0.41,Ideal,H,VS2,61.6,55,AGS,ID,ID,N,Y,"$1,191 "
269,0.3,Premium,D,SI1,62,56,GIA,X,X,N,N,$680 
270,0.32,Premium,F,SI1,62.3,56,GIA,X,X,N,N,$704 
271,0.34,Premium,F,SI1,61.7,57,GIA,X,X,N,N,$733 
272,0.52,Premium,H,VS1,62.1,56,GIA,X,X,N,N,"$1,834 "
273,0.8,Ideal,D,VS1,60.7,56.5,AGS,ID,ID,N,Y,"$5,865 "
274,0.6,Premium,H,VS1,62,57,GIA,X,X,N,N,"$2,317 "
275,0.42,Ideal,D,VS1,61.6,56.3,AGS,ID,ID,N,Y,"$1,557 "
276,0.5,Ideal,H,VS1,61.7,57,AGS,ID,ID,N,Y,"$1,952 "
277,0.82,Premium,H,VS2,61.9,57,GIA,X,X,N,N,"$4,320 "
278,0.31,Premium,G,VVS2,60.5,57,GIA,X,X,N,N,$838 
279,0.53,Premium,E,VVS1,61.9,56,GIA,X,X,N,N,"$3,027 "
280,0.36,Premium,G,SI1,61.2,57,GIA,X,X,N,N,$749 
281,1.02,Premium,I,VVS1,61.9,56,GIA,X,X,N,N,"$7,651 "
282,0.8,Ideal,D,VS1,61.4,57,AGS,ID,ID,N,Y,"$5,428 "
283,0.71,Ideal,I,VS2,61,56,AGS,ID,ID,N,Y,"$2,633 "
284,0.31,Premium,F,VVS1,61.3,57,GIA,X,X,N,N,"$1,122 "
