,carat,cut,color,clarity,depth,table,lab,sym,pol,flr,hna,price
1134,0.71,Premium,G,VVS2,60.8,58,GIA,X,X,F,N,"$3,511 "
1135,0.28,Premium,G,VS1,61.8,55,GIA,X,X,F,N,$645 
1136,0.81,Premium,F,VVS2,61.5,58,GIA,X,X,F,N,"$5,322 "
1137,0.3,Premium,I,VS1,61.9,55,GIA,X,X,F,N,$614 
1138,0.4,Premium,D,VS2,61.7,56,GIA,X,X,F,N,"$1,222 "
1139,1.02,Premium,F,VVS2,61.5,56,GIA,X,X,F,N,"$10,205 "
1140,0.23,Premium,D,VS1,61.8,55,GIA,X,X,F,N,$572 
1141,0.6,Premium,I,VS2,61.5,56,GIA,X,X,F,N,"$1,964 "
1142,0.31,Premium,D,SI1,61.4,58,GIA,X,X,F,N,$791 
1143,0.72,Premium,E,VVS2,61.8,55,GIA,X,X,F,N,"$4,499 "
1144,0.8,Premium,G,VS2,62.1,56,GIA,X,X,F,N,"$4,452 "
1145,0.41,Premium,D,SI1,61.1,57,GIA,X,X,F,N,"$1,179 "
1146,0.51,Premium,D,VS1,61.1,57,GIA,X,X,F,N,"$2,187 "
1147,0.32,Premium,F,VVS1,60.9,57,GIA,X,X,F,N,$906 
1148,1,Premium,F,VS1,62.9,57,GIA,X,X,F,N,"$5,916 "
1149,0.41,Premium,F,VS2,61.5,56,GIA,X,X,F,N,"$1,188 "
1150,0.6,Premium,I,VS1,61.6,56,GIA,X,X,F,N,"$2,397 "
1151,0.55,Premium,I,VS2,61.8,56,GIA,X,X,F,N,"$1,694 "
1152,0.23,Premium,D,IF,61.5,55,GIA,X,X,F,N,$869 
1153,0.4,Premium,D,VS1,62.3,55,GIA,X,X,F,N,"$1,396 "
1154,0.7,Premium,H,IF,61.7,56,GIA,X,X,F,N,"$3,396 "
1155,0.42,Premium,H,VS2,62,56,GIA,X,X,F,N,"$1,128 "
1156,0.7,Premium,F,VVS1,62,57,GIA,X,X,F,N,"$4,290 "
1157,0.41,Premium,G,VVS2,61.6,56,GIA,X,X,F,N,"$1,230 "
1158,0.56,Premium,G,VS2,62.4,56,GIA,X,X,F,N,"$1,934 "
1159,0.41,Premium,G,VS1,61.4,56,GIA,X,X,F,N,"$1,189 "
1160,0.53,Premium,H,VVS1,61.8,56,GIA,X,X,F,N,"$1,891 "
1161,0.52,Premium,E,VVS1,60.5,58,GIA,X,X,F,N,"$2,714 "
1162,0.4,Premium,H,VVS2,60.7,58,GIA,X,X,F,N,"$1,138 "
1163,1.05,Premium,I,VVS2,61.5,56,GIA,X,X,F,N,"$6,965 "
1164,0.41,Premium,G,SI1,60.9,57,GIA,X,X,F,N,"$1,036 "
1165,0.52,Premium,E,VS2,62.3,56,GIA,X,X,F,N,"$1,893 "
1166,0.72,Premium,F,VVS2,61.7,55,GIA,X,X,F,N,"$4,202 "
1167,0.27,Premium,F,VVS1,62.4,55,GIA,X,X,F,N,$822 
1168,0.61,Premium,D,VS2,62.3,55,GIA,X,X,F,N,"$2,654 "
1169,0.51,Premium,D,VVS2,61.8,56,GIA,X,X,F,N,"$2,617 "
1170,0.3,Premium,E,VVS2,60.2,58,GIA,X,X,F,N,$840 
1171,0.38,Premium,F,VVS2,61.9,56,GIA,X,X,F,N,"$1,107 "
1172,0.4,Very Good,F,VS1,62.4,57,GIA,X,G,F,N,$810 
1173,0.25,Premium,H,IF,61.8,55,GIA,X,X,F,N,$596 
1174,0.27,Premium,I,VS2,61.7,56,GIA,X,X,F,N,$530 
1175,0.41,Premium,F,VVS1,61.1,56,GIA,X,X,F,N,"$1,534 "
1176,0.3,Premium,D,VS1,62.1,56,GIA,X,X,F,N,$872 
1177,0.53,Premium,G,VVS1,61.7,56,GIA,X,X,F,N,"$1,981 "
1178,0.52,Premium,G,VVS2,60.9,57,GIA,X,X,F,N,"$1,879 "
1179,0.54,Premium,F,VS1,61.7,58,GIA,X,X,F,N,"$2,022 "
1180,0.52,Premium,I,VS1,62.1,55,GIA,X,X,F,N,"$1,659 "
1181,0.55,Premium,H,VS2,61.6,56,GIA,X,X,F,N,"$1,858 "
1182,0.6,Premium,H,VS1,62.4,57,GIA,X,X,F,N,"$2,168 "
1183,0.61,Premium,G,IF,62.3,57,GIA,X,X,F,N,"$2,646 "
1184,0.5,Premium,H,VVS1,61.9,57,GIA,X,X,F,N,"$1,848 "
1185,0.41,Premium,F,VS1,61.3,55,GIA,X,X,F,N,"$1,256 "
1186,0.82,Premium,D,VS2,61.4,57,GIA,X,X,F,N,"$5,008 "
1187,0.54,Premium,G,VS1,61.6,56,GIA,X,X,F,N,"$1,991 "
1188,0.6,Premium,E,SI1,61.9,55,GIA,X,X,F,N,"$2,262 "
1189,0.3,Premium,E,VVS2,61.1,58,GIA,X,X,F,N,$865 
1190,0.56,Premium,F,VS2,62,56,GIA,X,X,F,N,"$1,979 "
1191,0.61,Premium,E,VS2,61.9,56,GIA,X,X,F,N,"$2,549 "
1192,0.62,Premium,H,VS1,61.6,56,GIA,X,X,F,N,"$2,257 "
1193,0.42,Premium,D,VS2,62,56,GIA,X,X,F,N,"$1,285 "
1194,0.27,Premium,H,VVS2,61.6,56,GIA,X,X,F,N,$645 
1195,0.42,Premium,E,SI1,61.7,56,GIA,X,X,F,N,"$1,020 "
1196,0.3,Premium,G,VVS1,61.8,56,GIA,X,X,F,N,$820 
1197,0.5,Premium,E,VS2,61.5,58,GIA,X,X,F,N,"$1,820 "
1198,0.52,Premium,G,VVS2,61.6,58,GIA,X,X,F,N,"$1,879 "
1199,0.3,Premium,I,VVS1,62.4,54,GIA,X,X,F,N,$758 
1200,0.55,Premium,I,VS2,61.8,57,GIA,X,X,F,N,"$1,730 "
1201,0.55,Premium,I,VS1,63.1,57,GIA,X,X,F,N,"$1,217 "
1202,0.61,Premium,F,VVS2,60.5,57,GIA,X,X,F,N,"$2,865 "
1203,0.54,Premium,F,VS1,61.7,56,GIA,X,X,F,N,"$2,048 "
1204,0.54,Premium,F,VVS2,60.6,58,GIA,X,X,F,N,"$2,330 "
1205,0.3,Premium,G,VVS1,61,57,GIA,X,X,F,N,$726 
1206,0.8,Premium,E,VVS1,62.2,56,GIA,X,X,F,N,"$6,049 "
1207,0.92,Premium,F,VS1,61.2,57,GIA,X,X,F,N,"$7,079 "
1208,1.01,Premium,D,VS1,60.8,57,GIA,X,X,F,N,"$10,352 "
1209,1.03,Premium,D,VVS2,62.4,56,GIA,X,X,F,N,"$11,695 "
1210,0.32,Premium,G,VS1,62.2,56,GIA,X,X,F,N,$776 
1211,0.33,Premium,D,VVS2,60.5,58,GIA,X,X,F,N,"$1,111 "
1212,1.02,Premium,D,VS1,61.8,55,GIA,X,X,F,N,"$11,350 "
1213,0.6,Premium,D,VS2,61.7,55,GIA,X,X,F,N,"$2,611 "
1214,0.24,Premium,D,VVS1,61.4,56,GIA,X,X,F,N,$804 
1215,1,Good,I,VS2,63.4,59,GIA,F,F,F,N,"$3,199 "
1216,0.31,Premium,G,VVS1,61.4,56,GIA,X,X,F,N,$848 
1217,0.42,Premium,D,SI1,61.4,56,GIA,X,X,F,N,"$1,095 "
1218,0.24,Premium,E,VS1,61.5,55,GIA,X,X,M,N,$577 
1219,0.34,Premium,E,VS2,61.7,56,GIA,X,X,M,N,$849 
1220,0.66,Premium,D,VVS2,62.1,56,GIA,X,X,M,N,"$3,374 "
1221,0.32,Premium,H,VVS2,61.2,56,GIA,X,X,M,N,$657 
1222,1.04,Premium,D,VS1,61.3,58,GIA,X,X,M,N,"$10,793 "
1223,0.56,Premium,I,SI1,61.7,56,GIA,X,X,M,N,"$1,525 "
1224,0.3,Premium,D,VS1,61.8,58,GIA,X,X,M,N,$788 
1225,0.33,Premium,I,SI1,61.6,55,GIA,X,X,M,N,$607 
1226,0.27,Premium,H,VVS1,61.9,56,GIA,X,X,M,N,$614 
1227,0.32,Premium,F,VVS2,61.5,56,GIA,X,X,M,N,$847 
1228,0.34,Premium,G,VS1,61.8,57,GIA,X,X,M,N,$772 
1229,0.55,Premium,D,IF,61.9,56,GIA,X,X,M,N,"$3,282 "
1230,0.26,Premium,E,VS1,61.8,55,GIA,X,X,M,N,$626 
1231,0.5,Premium,D,VVS2,61.6,55,GIA,X,X,M,N,"$2,456 "
1232,0.71,Premium,D,VVS1,62.1,56,GIA,X,X,M,N,"$4,660 "
1233,1.04,Premium,G,VVS1,61.8,55,GIA,X,X,M,N,"$9,644 "
1234,0.23,Premium,D,VVS2,61.9,55,GIA,X,X,M,N,$660 
1235,0.51,Premium,D,VVS2,62.1,55,GIA,X,X,M,N,"$3,446 "
1236,0.55,Premium,I,SI1,61.7,56,GIA,X,X,M,N,"$1,509 "
1237,0.5,Premium,E,SI1,61.4,58,GIA,X,X,M,N,"$1,619 "
1238,0.52,Premium,F,IF,61,57,GIA,X,X,M,N,"$2,385 "
1239,0.53,Premium,E,VVS1,61,57,GIA,X,X,M,N,"$2,571 "
1240,0.62,Premium,E,VS1,62.1,55,GIA,X,X,M,N,"$3,506 "
1241,1,Premium,H,VS2,61.5,57,GIA,X,X,M,N,"$7,165 "
1242,0.3,Premium,E,IF,60.6,59,GIA,X,X,M,N,$612 
1243,0.26,Premium,G,SI1,61.6,55,GIA,X,X,M,N,$479 
1244,0.41,Premium,G,VS2,62.2,56,GIA,X,X,M,N,"$1,117 "
1245,1.01,Premium,I,VS1,61.3,56,GIA,X,X,M,N,"$6,336 "
1246,0.24,Premium,H,VS1,61.1,57,GIA,X,X,M,N,$497 
1247,0.31,Premium,D,VS2,61.6,56,GIA,X,X,M,N,$804 
1248,0.92,Premium,D,VVS1,62.3,57,GIA,X,X,M,N,"$9,736 "
1249,0.51,Premium,D,SI1,61.5,57,GIA,X,X,M,N,"$1,664 "
1250,0.3,Premium,D,VS2,62.1,57,GIA,X,X,M,N,$750 
1251,0.41,Premium,I,VVS2,61.7,56,GIA,X,X,M,N,$930 
1252,0.32,Premium,D,VS2,62.3,56,GIA,X,X,M,N,$800 
1253,0.51,Premium,E,VS2,62.1,55,GIA,X,X,M,N,"$2,055 "
1254,0.4,Premium,D,VVS2,61.6,55,GIA,X,X,M,N,"$1,435 "
1255,0.51,Premium,G,VVS2,61.9,56,GIA,X,X,M,N,"$2,109 "
1256,0.61,Premium,D,VS1,61.1,57,GIA,X,X,M,N,"$2,606 "
1257,1.05,Premium,I,SI1,62.3,55,GIA,X,X,M,N,"$6,347 "
1258,0.7,Premium,D,VVS2,61.5,56,GIA,X,X,M,N,"$4,122 "
1259,1.01,Premium,H,VS2,61,58,GIA,X,X,M,N,"$7,326 "
1260,0.33,Premium,I,IF,61.4,55,GIA,X,X,M,N,$700 
1261,0.33,Premium,H,VS1,62,55,GIA,X,X,M,N,$738 
1262,0.24,Premium,D,VS2,61.8,55,GIA,X,X,M,N,$615 
1263,0.35,Premium,I,SI1,61.3,58,GIA,X,X,M,N,$644 
1264,0.31,Premium,H,IF,62.1,55,GIA,X,X,M,N,$846 
1265,0.25,Premium,H,VS2,61.9,56,GIA,X,X,M,N,$543 
1266,0.5,Premium,G,VS1,61.4,56,GIA,X,X,M,N,"$1,710 "
1267,0.6,Premium,H,VVS2,61.8,56,GIA,X,X,M,N,"$2,153 "
1268,0.23,Premium,D,VVS1,61.8,56,GIA,X,X,M,N,$771 
1269,0.52,Premium,E,VVS2,60.6,58,GIA,X,X,M,N,"$2,174 "
1270,1.01,Premium,E,VVS1,60.4,57,GIA,X,X,M,N,"$11,073 "
1271,0.55,Premium,D,VVS2,61.8,55,GIA,X,X,M,N,"$2,701 "
1272,0.4,Premium,G,VS2,61.1,57,GIA,X,X,M,N,"$1,136 "
1273,0.4,Premium,H,VS2,61.7,56,GIA,X,X,M,N,"$1,043 "
1274,1,Premium,I,VVS2,60.6,56,GIA,X,X,M,N,"$6,079 "
1275,0.42,Premium,D,VS1,61.8,56,GIA,X,X,M,N,"$1,274 "
1276,0.33,Premium,D,VS2,61.4,57,GIA,X,X,M,N,$778 
1277,0.4,Premium,H,VVS2,61.4,57,GIA,X,X,M,N,"$1,103 "
1278,0.55,Premium,D,VVS2,61.3,57,GIA,X,X,M,N,"$2,701 "
1279,0.25,Premium,D,VS2,61.2,55,GIA,X,X,M,N,$640 
1280,0.51,Premium,H,VS1,61.1,57,GIA,X,X,M,N,"$1,692 "
1281,0.71,Premium,D,VS2,61.3,57,GIA,X,X,M,N,"$3,416 "
1282,1.01,Premium,I,IF,64.3,57,GIA,VG,VG,M,N,"$4,982 "
1283,0.6,Premium,E,SI1,61.8,56,GIA,X,X,M,N,"$2,213 "
1284,0.81,Premium,I,VVS1,62.4,56,GIA,X,X,M,N,"$3,965 "
1285,0.72,Premium,F,VVS2,61.8,56,GIA,X,X,M,N,"$4,705 "
1286,0.27,Premium,D,SI1,61.8,56,GIA,X,X,M,N,$546 
1287,0.4,Premium,F,VS1,61.5,56,GIA,X,X,M,N,"$1,101 "
1288,0.56,Premium,G,VVS2,61.5,56,GIA,X,X,M,N,"$1,966 "
1289,0.31,Premium,G,VS1,61,56,GIA,X,X,M,N,$720 
1290,0.24,Premium,F,VS1,61.7,56,GIA,X,X,M,N,$673 
1291,0.5,Premium,F,IF,60.6,57,GIA,X,X,M,N,"$2,293 "
1292,0.34,Premium,D,VS2,61.6,56,GIA,X,X,M,N,$801 
1293,0.31,Premium,F,VVS2,61.8,56,GIA,X,X,M,N,$821 
1294,0.5,Premium,H,VS2,60.5,58,GIA,X,X,M,N,"$1,622 "
1295,0.4,Premium,G,VVS1,61.1,57,GIA,X,X,M,N,"$1,218 "
1296,1.03,Premium,H,VS2,61.6,57,GIA,X,X,M,N,"$7,625 "
1297,1.05,Premium,H,VS1,60.5,57,GIA,X,X,M,N,"$8,003 "
1298,0.3,Premium,E,IF,60.1,59,GIA,X,X,M,N,$612 
1299,1.01,Premium,D,VS1,61.7,56,GIA,X,X,M,N,"$9,777 "
1300,0.52,Premium,E,VVS2,61.4,56,GIA,X,X,M,N,"$2,174 "
1301,0.57,Premium,E,VS1,61.8,57,GIA,X,X,M,N,"$2,035 "
1302,1.02,Premium,I,VS1,61.8,56,GIA,X,X,M,N,"$7,067 "
1303,0.52,Premium,D,VVS2,61.1,56,GIA,X,X,M,N,"$2,554 "
1304,0.54,Premium,D,VS2,60.9,57,GIA,X,X,M,N,"$1,971 "
1305,0.23,Premium,D,VVS1,61.5,56,GIA,X,X,M,N,$771 
1306,0.67,Premium,D,VVS2,61.8,56,GIA,X,X,M,N,"$3,425 "
1307,0.71,Premium,F,VVS2,61.5,56,GIA,X,X,M,N,"$3,615 "
1308,0.54,Premium,F,VVS1,61.7,57,GIA,X,X,M,N,"$2,439 "
1309,0.4,Premium,E,VS1,61.4,57,GIA,X,X,M,N,"$1,157 "
1310,0.34,Premium,D,SI1,61.7,56,GIA,X,X,M,N,$699 
1311,1.01,Premium,I,VVS1,61.4,56,GIA,X,X,M,N,"$7,463 "
1312,0.24,Premium,G,VVS1,61.9,54,GIA,X,X,M,N,$626 
1313,0.74,Premium,F,VVS1,61.2,56,GIA,X,X,M,N,"$4,371 "
1314,0.52,Premium,H,VS2,61.3,58,GIA,X,X,M,N,"$1,687 "
1315,1.05,Premium,D,VVS2,61.7,57,GIA,X,X,M,N,"$12,882 "
1316,0.32,Premium,I,VS2,60.8,56,GIA,X,X,M,N,$603 
1317,0.5,Premium,H,VS1,60.5,57,GIA,X,X,M,N,"$1,658 "
1318,0.7,Premium,D,SI1,62.1,57,GIA,X,X,M,N,"$2,846 "
1319,0.81,Premium,D,SI1,62.3,55,GIA,X,X,M,N,"$4,269 "
1320,0.5,Premium,E,VVS2,60.4,57,GIA,X,X,M,N,"$2,090 "
1321,0.9,Premium,H,VVS2,61.6,56,GIA,X,X,M,N,"$6,271 "
1322,0.7,Premium,D,VS2,61.5,56,GIA,X,X,M,N,"$4,149 "
1323,0.54,Premium,E,VS1,61.6,56,GIA,X,X,M,N,"$1,927 "
1324,0.63,Premium,D,VVS2,62.2,55,GIA,X,X,M,N,"$3,220 "
1325,0.33,Premium,H,VS1,61.7,56,GIA,X,X,M,N,$678 
1326,0.6,Premium,D,VVS1,62,57,GIA,X,X,M,N,"$3,489 "
1327,0.3,Premium,D,VS1,61.6,55,GIA,X,X,M,N,$782 
1328,0.23,Premium,G,VS2,61.1,56,GIA,X,X,M,N,$474 
1329,0.53,Premium,G,VS2,62,55,GIA,X,X,M,N,"$1,638 "
1330,0.3,Premium,D,VS1,60.4,58,GIA,X,X,M,N,$782 
1331,0.34,Premium,H,SI1,62.1,55,GIA,X,X,M,N,$673 
1332,0.24,Premium,D,VVS2,61.9,56,GIA,X,X,M,N,$688 
1333,0.4,Premium,D,VS2,61.4,56,GIA,X,X,M,N,"$1,561 "
1334,0.61,Premium,F,VS2,62.2,56,GIA,X,X,M,N,"$2,375 "
1335,1.05,Premium,G,VS1,61.1,57,GIA,X,X,M,N,"$8,481 "
1336,0.41,Premium,I,VS2,62.1,56,GIA,X,X,M,N,$965 
1337,0.3,Premium,H,VVS1,61.7,56,GIA,X,X,M,N,$647 
1338,0.34,Premium,D,VVS2,61.8,55,GIA,X,X,M,N,"$1,009 "
1339,0.42,Premium,D,VVS2,61.7,55,GIA,X,X,M,N,"$1,507 "
1340,1.01,Ideal,E,VS1,61.6,55.6,AGS,ID,ID,M,Y,"$9,926 "
1341,0.31,Premium,D,VVS2,61.4,55,GIA,X,X,M,N,$920 
1342,0.4,Premium,H,VS1,62,55,GIA,X,X,M,N,"$1,055 "
1343,0.36,Premium,D,VS2,61.6,56,GIA,X,X,M,N,$900 
1344,0.53,Premium,D,VVS1,61.4,57,GIA,X,X,M,N,"$2,882 "
1345,0.44,Premium,F,VVS2,61.8,56,GIA,X,X,M,N,"$1,358 "
1346,0.4,Premium,I,VVS1,62.3,56,GIA,X,X,M,N,"$1,002 "
1347,0.3,Premium,D,VS2,61.5,56,GIA,X,X,M,N,$778 
1348,0.51,Premium,E,SI1,62,56,GIA,X,X,M,N,"$1,652 "
1349,0.7,Premium,G,VVS2,62.1,56,GIA,X,X,M,N,"$3,199 "
1350,0.33,Premium,I,IF,61.8,56,GIA,X,X,M,N,$700 
1351,1.01,Premium,F,VS1,62.1,57,GIA,X,X,S,N,"$9,523 "
1352,1,Premium,G,VS2,61.7,55,GIA,X,X,S,N,"$7,545 "
1353,0.56,Premium,D,VVS1,62.1,55,GIA,X,X,S,N,"$2,835 "
1354,0.6,Premium,E,VS2,61.4,57,GIA,X,X,S,N,"$2,359 "
1355,0.32,Premium,D,VS1,61.7,56,GIA,X,X,S,N,$812 
1356,0.8,Premium,F,VS1,62.1,56,GIA,X,X,S,N,"$4,482 "
1357,0.54,Premium,H,VVS1,61.7,55,GIA,X,X,S,N,"$1,801 "
1358,0.38,Premium,H,VS1,61.4,56,GIA,X,X,S,N,$830 
1359,0.3,Premium,E,VS2,60.3,58,GIA,X,X,S,N,$718 
1360,0.24,Premium,I,VS2,61.4,57,GIA,X,X,S,N,$465 
1361,0.23,Premium,F,VVS1,61.8,55,GIA,X,X,S,N,$672 
1362,0.41,Premium,H,VVS1,61.9,55,GIA,X,X,S,N,"$1,056 "
1363,0.31,Premium,F,VS2,61.7,57,GIA,X,X,S,N,$702 
1364,0.4,Premium,H,VS1,62.2,56,GIA,X,X,S,N,$998 
1365,0.51,Premium,G,VVS2,61.4,57,GIA,X,X,S,N,"$1,683 "
1366,0.42,Premium,I,VS1,62.1,55,GIA,X,X,S,N,"$1,260 "
1367,0.33,Premium,I,VS2,62.1,56,GIA,X,X,S,N,$654 
1368,0.23,Premium,D,VS2,61.6,55,GIA,X,X,S,N,$562 
1369,0.32,Premium,F,VVS2,61.5,58,GIA,X,X,S,N,$715 
1370,0.61,Premium,F,VS1,61.9,55,GIA,X,X,S,N,"$3,272 "
1371,0.83,Premium,F,VS2,61.5,56,GIA,X,X,S,N,"$4,697 "
1372,0.31,Premium,I,VS1,61.6,55,GIA,X,X,S,N,$601 
1373,0.24,Premium,G,VS1,61.8,55,GIA,X,X,S,N,$565 
1374,0.54,Premium,I,VVS2,61.9,55,GIA,X,X,S,N,"$1,668 "
1375,0.5,Premium,D,VVS1,60.5,58,GIA,X,X,S,N,"$2,531 "
1376,0.34,Premium,E,VS1,61,57,GIA,X,X,S,N,$861 
1377,0.3,Premium,D,VVS2,61.2,57,GIA,X,X,S,N,$881 
1378,0.33,Premium,G,VVS2,62.2,54,GIA,X,X,S,N,$733 
1379,1.02,Premium,E,VS1,61.9,56,GIA,X,X,S,N,"$8,636 "
1380,0.51,Premium,E,VS2,62.4,55,GIA,X,X,S,N,"$2,641 "
1381,0.25,Premium,F,VS1,61.2,58,GIA,X,X,S,N,$626 
1382,1.01,Premium,D,VS1,61.4,55,GIA,X,X,S,N,"$9,990 "
1383,0.42,Premium,H,VS2,62.3,56,GIA,X,X,S,N,"$1,034 "
1384,0.3,Premium,D,VVS1,61.7,57,GIA,X,X,S,N,$858 
1385,0.64,Premium,H,VVS2,61.6,55,GIA,X,X,S,N,"$2,304 "
1386,1.01,Premium,D,VS1,61.7,55,GIA,X,X,S,N,"$9,922 "
1387,0.26,Premium,E,VS1,61.9,56,GIA,X,X,S,N,$661 
1388,0.81,Premium,D,VS1,61.6,57,GIA,X,X,S,N,"$4,890 "
1389,0.57,Premium,D,VS1,61.9,56,GIA,X,X,S,N,"$2,099 "
1390,0.31,Premium,H,IF,62.2,56,GIA,X,X,S,N,$718 
1391,0.35,Premium,E,VS2,60.6,57,GIA,X,X,S,N,$959 
1392,0.5,Premium,F,VS2,61.6,57,GIA,X,X,S,N,"$1,686 "
1393,0.31,Premium,G,VVS2,61.3,55,GIA,X,X,S,N,$797 
1394,0.24,Premium,F,VVS1,61.3,56,GIA,X,X,S,N,$701 
1395,1.05,Premium,E,IF,61.6,55,GIA,X,X,S,N,"$16,680 "
1396,0.35,Premium,I,VS1,62.4,54,GIA,X,X,S,N,$683 
1397,0.33,Premium,D,VS2,61.8,57,GIA,X,X,S,N,$832 
1398,0.25,Premium,E,VS2,61.8,56,GIA,X,X,S,N,$574 
1399,0.44,Premium,D,VVS2,61.5,56,GIA,X,X,S,N,"$1,433 "
1400,1.01,Premium,D,VVS2,61.9,55,GIA,X,X,S,N,"$10,614 "
1401,0.54,Premium,G,VVS1,61.8,56,GIA,X,X,S,N,"$1,855 "
1402,0.57,Premium,G,VVS2,62,56,GIA,X,X,S,N,"$1,881 "
1403,0.7,Premium,I,VS1,62.2,55,GIA,X,X,S,N,"$2,586 "
1404,0.4,Premium,H,VS2,62.2,56,GIA,X,X,S,N,$987 
1405,0.31,Premium,E,VS1,61.7,58,GIA,X,X,S,N,$770 
1406,0.52,Premium,G,SI1,61.7,57,GIA,X,X,S,N,"$1,610 "
1407,0.74,Premium,D,SI1,61,56,GIA,X,X,S,N,"$3,300 "
1408,0.51,Premium,E,VS1,62.2,55,GIA,X,X,S,N,"$2,827 "
1409,0.34,Premium,D,SI1,61.9,54,GIA,X,X,S,N,$662 
1410,0.42,Premium,I,VS1,62.1,55,GIA,X,X,S,N,$914 
1411,0.26,Premium,I,VS2,60.8,58,GIA,X,X,S,N,$504 
1412,0.35,Premium,I,VVS1,62.4,55,GIA,X,X,S,N,$800 
1413,0.24,Premium,E,VVS1,61.8,55,GIA,X,X,S,N,$718 
1414,0.73,Premium,G,VS1,61.9,57,GIA,X,X,S,N,"$3,129 "
1415,0.51,Premium,E,VVS2,61.3,57,GIA,X,X,S,N,"$2,126 "
